,developer,score0,img_link,date,pos,console,link,publisher,score1,score2,name,label
1369,Idea Factory,N/A,http://www.vgchartz.com//games/boxart/full_moujuutsukai-to-oujisama-portable_564JapanFront.jpg,30th Jun 11,16606,PSP,http://www.vgchartz.com//games/game.php?id=50355&region=All,Idea Factory,N/A,N/A,Moujuutsukai to Oujisama Portable-:-PSP,0.02
1370,Sega,N/A,http://www.vgchartz.com//games/boxart/full_6485226JapanFrontccc.jpg,22nd Jun 06,12585,PSP,http://www.vgchartz.com//games/game.php?id=2949&region=All,Sega,N/A,N/A,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!-:-PSP,0.07
1371,Games Farm,N/A,http://www.vgchartz.com//games/boxart/full_air-conflicts-secret-wars_601AmericaFront.jpg,01st Nov 11,8378,PS3,http://www.vgchartz.com//games/game.php?id=50907&region=All,Kalypso,N/A,N/A,Air Conflicts: Secret Wars-:-PS3,0.19
1372,EA DICE,N/A,http://www.vgchartz.com//games/boxart/full_162643AmericaFrontccc.jpg,29th Oct 13,405,X360,http://www.vgchartz.com//games/game.php?id=71511&region=All,Electronic Arts,8.7,N/A,Battlefield 4-:-X360,3.54
1373,Akella,N/A,http://www.vgchartz.com//games/boxart/full_8293341AmericaFrontccc.jpg,24th Nov 00,20085,PC,http://www.vgchartz.com//games/game.php?id=37416&region=All,Bethesda Softworks,N/A,N/A,Sea Dogs-:-PC,0.01
1374,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,28th Mar 13,17744,PSP,http://www.vgchartz.com//games/game.php?id=71941&region=All,Idea Factory,N/A,N/A,Princess Arthur-:-PSP,0.01
1375,Konami,N/A,http://www.vgchartz.com//games/boxart/full_5585245JapanFrontccc.jpg,18th May 06,16290,PS2,http://www.vgchartz.com//games/game.php?id=2903&region=All,Konami,N/A,N/A,BeatMania IIDX 11: IIDX Red-:-PS2,0.02
1376,Capcom,N/A,http://www.vgchartz.com//games/boxart/full_4677692AmericaFrontccc.jpg,02nd Oct 18,8801,PS4,http://www.vgchartz.com//games/game.php?id=222041&region=All,Capcom,N/A,N/A,Mega Man 11-:-PS4,0.17
1377,Playerone Sport,N/A,http://www.vgchartz.com//games/boxart/full_2480528PALFrontccc.jpg,13th Aug 10,19052,DS,http://www.vgchartz.com//games/game.php?id=45026&region=All,Tradewest,N/A,N/A,Freddie Flintoff's Powerplay Cricket-:-DS,0.01
1378,Lightning Fish,N/A,http://www.vgchartz.com//games/boxart/full_lets-dance-with-mel-b_243PALFront.jpg,24th Apr 12,16092,Wii,http://www.vgchartz.com//games/game.php?id=50616&region=All,Black Bean Games,N/A,N/A,Let's Dance with Mel B-:-Wii,0.03
1379,Atari,N/A,http://www.vgchartz.com//games/boxart/full_1389746AmericaFrontccc.jpg,01st Oct 97,8370,N64,http://www.vgchartz.com//games/game.php?id=1215&region=All,Midway Games,7.1,N/A,Mace: The Dark Age-:-N64,0.19
1380,Disney Interactive Studios,N/A,http://www.vgchartz.com//games/boxart/full_5950953AmericaFrontccc.jpg,13th Dec 00,12117,PS2,http://www.vgchartz.com//games/game.php?id=41289&region=All,Ubisoft,N/A,N/A,Disney's Donald Duck: Goin' Quackers-:-PS2,0.08
1381,Vicarious Visions,N/A,http://www.vgchartz.com//games/boxart/full_478982AmericaFrontccc.jpg,01st Sep 09,1317,Wii,http://www.vgchartz.com//games/game.php?id=29388&region=All,Activision,8.9,N/A,Guitar Hero 5-:-Wii,1.55
1382,Compile Heart,N/A,http://www.vgchartz.com//games/boxart/full_22781JapanFrontccc.jpg,04th Aug 16,14568,PSV,http://www.vgchartz.com//games/game.php?id=95437&region=All,Compile Heart,N/A,N/A,Genkai Tokki: Seven Pirates-:-PSV,0.04
1383,Telltale Games,N/A,http://www.vgchartz.com//games/boxart/589535ccc.jpg,26th Sep 07,11513,X360,http://www.vgchartz.com//games/game.php?id=7521&region=All,Ubisoft,N/A,N/A,CSI: Hard Evidence-:-X360,0.1
1384,EA Tiburon,N/A,http://www.vgchartz.com//games/boxart/1428147ccc.jpg,10th Jun 08,4046,PS2,http://www.vgchartz.com//games/game.php?id=20068&region=All,EA Sports,N/A,N/A,NASCAR 09-:-PS2,0.53
1385,Land Ho!,N/A,http://www.vgchartz.com//games/boxart/full_5771915AmericaFrontccc.jpg,23rd Oct 12,9104,X360,http://www.vgchartz.com//games/game.php?id=71208&region=All,Ubisoft,N/A,N/A,Just Dance: Disney Party-:-X360,0.16
1386,Planet Interactive,N/A,http://www.vgchartz.com//games/boxart/full_planet-monsters_713AmericaFront.jpg,06th Dec 01,18182,GBA,http://www.vgchartz.com//games/game.php?id=18216&region=All,Titus,N/A,N/A,Planet Monsters-:-GBA,0.01
1387,Bluepoint Games,N/A,http://www.vgchartz.com//games/boxart/full_ico-and-shadow-of-the-colossus-collection_717AmericaFront.jpg,27th Sep 11,1591,PS3,http://www.vgchartz.com//games/game.php?id=47275&region=All,Sony Computer Entertainment,9.0,9.0,The ICO & Shadow of the Colossus Collection-:-PS3,1.34
1388,Giant Squid Studios,N/A,http://www.vgchartz.com//games/boxart/full_1858135AmericaFrontccc.jpg,31st Jan 17,15112,PS4,http://www.vgchartz.com//games/game.php?id=83062&region=All,505 Games,N/A,N/A,ABZU-:-PS4,0.04
1389,Kylotonn Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_597582PALFrontccc.jpg,24th Nov 15,15527,PSV,http://www.vgchartz.com//games/game.php?id=85966&region=All,Bigben Interactive,N/A,N/A,WRC 5: FIA World Rally Championship-:-PSV,0.03
1390,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,03rd Dec 15,15987,3DS,http://www.vgchartz.com//games/game.php?id=86316&region=All,Atlus,N/A,N/A,Devil Survivor: Over Clock-:-3DS,0.03
1391,Snowblind Studios,N/A,http://www.vgchartz.com//games/boxart/5250633ccc.jpg,18th Nov 02,9754,GC,http://www.vgchartz.com//games/game.php?id=4850&region=All,Interplay,7.7,N/A,Baldur's Gate: Dark Alliance-:-GC,0.14
1392,Argonaut Games,N/A,http://www.vgchartz.com//games/boxart/full_983919AmericaFrontccc.jpg,01st Jan 94,5642,SNES,http://www.vgchartz.com//games/game.php?id=4689&region=All,Nintendo,N/A,N/A,Stunt Race FX-:-SNES,0.35
1393,Rebellion Games,N/A,http://www.vgchartz.com//games/boxart/full_9435091AmericaFrontccc.jpeg,26th Jul 16,18765,PS4,http://www.vgchartz.com//games/game.php?id=82999&region=All,Rebellion Games,N/A,N/A,Hyper Light Drifter-:-PS4,0.01
1394,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,01st Jan 15,15694,PSV,http://www.vgchartz.com//games/game.php?id=82056&region=All,Konami Digital Entertainment,N/A,N/A,Nisekoi-:-PSV,0.03
1395,Big Fish Games,N/A,http://www.vgchartz.com//games/boxart/full_2450439PALFrontccc.jpg,19th Nov 14,19193,PC,http://www.vgchartz.com//games/game.php?id=97087&region=All,Big Fish Games,N/A,N/A,Lara Gates: The Lost Talisman-:-PC,0.01
1396,Core Design Ltd.,N/A,http://www.vgchartz.com//games/boxart/full_9690609AmericaFrontccc.jpg,01st Jan 00,3556,PS,http://www.vgchartz.com//games/game.php?id=13746&region=All,Eidos Interactive,N/A,N/A,Tomb Raider Chronicles-:-PS,0.61
1397,Natsume,N/A,http://www.vgchartz.com//games/boxart/full_power-rangers-spd_308AmericaFront.jpg,08th Sep 05,4803,GBA,http://www.vgchartz.com//games/game.php?id=18678&region=All,THQ,N/A,N/A,Power Rangers: S.P.D.-:-GBA,0.44
1398,Namco Bandai Games,N/A,http://www.vgchartz.com//games/boxart/full_8882583AmericaFrontccc.jpg,20th Oct 15,4684,PS4,http://www.vgchartz.com//games/game.php?id=85654&region=All,Namco Bandai Games,N/A,N/A,Tales of Zestiria-:-PS4,0.45
1399,Happinet,N/A,http://www.vgchartz.com//games/boxart/full_2773101JapanFrontccc.jpg,26th Nov 15,16517,3DS,http://www.vgchartz.com//games/game.php?id=86312&region=All,Happinet,N/A,N/A,Sousaku Alice to Oujisama!-:-3DS,0.02
1400,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_1565389AmericaFrontccc.jpg,25th Mar 14,27473,PC,http://www.vgchartz.com//games/game.php?id=79156&region=All,Square Enix,N/A,N/A,Deus Ex: The Fall-:-PC,0.18
1401,Vridge Inc.,N/A,http://www.vgchartz.com//games/boxart/full_4911535JapanFrontccc.jpg,27th Nov 08,17642,DS,http://www.vgchartz.com//games/game.php?id=28586&region=All,D3 Publisher,N/A,N/A,Bakumatsu Koihana: Shinsengumi DS-:-DS,0.01
1402,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_6067604AmericaFrontccc.jpg,30th May 14,21691,PC,http://www.vgchartz.com//games/game.php?id=82735&region=All,Kiss,N/A,N/A,Ampu-Tea-:-PC,0.21
1403,"extreme Co.,Ltd.",N/A,http://www.vgchartz.com//games/boxart/full_5416783AmericaFrontccc.jpg,30th Aug 16,14430,PS4,http://www.vgchartz.com//games/game.php?id=129511&region=All,Rising Star Games,N/A,N/A,Assault Suit Leynos-:-PS4,0.05
1404,EA Tiburon,N/A,http://www.vgchartz.com//games/boxart/8280698ccc.jpg,16th Sep 03,7443,XB,http://www.vgchartz.com//games/game.php?id=1496&region=All,EA Sports,N/A,N/A,NASCAR Thunder 2004-:-XB,0.23
1405,343 Industries,N/A,http://www.vgchartz.com//games/boxart/full_halo-combat-evolved-anniversary_84AmericaFront.jpg,15th Nov 11,722,X360,http://www.vgchartz.com//games/game.php?id=51759&region=All,Microsoft Studios,8.0,N/A,Halo: Combat Evolved Anniversary-:-X360,2.41
1406,Broadsword Interactive,N/A,http://www.vgchartz.com//games/boxart/full_76999AmericaFrontccc.jpg,28th Oct 08,13765,Wii,http://www.vgchartz.com//games/game.php?id=26089&region=All,XS Games,N/A,N/A,PopStar Guitar-:-Wii,0.06
1407,Seta Corporation,N/A,http://www.vgchartz.com//games/boxart/full_9903340JapanFrontccc.jpg,22nd Jun 06,15899,PS2,http://www.vgchartz.com//games/game.php?id=12316&region=All,Broccoli,N/A,N/A,Galaxy Angel II: Zettairyouiki no Tobira-:-PS2,0.03
1408,Acquire,N/A,http://www.vgchartz.com//games/boxart/full_9753159AmericaFrontccc.jpg,31st Aug 98,951,PS,http://www.vgchartz.com//games/game.php?id=2349&region=All,Activision,8.8,N/A,Tenchu: Stealth Assassins-:-PS,1.99
1409,Bongfish GmbH,N/A,http://www.vgchartz.com//games/boxart/full_stoked-big-air-edition_246AmericaFront.jpg,23rd Nov 09,15021,X360,http://www.vgchartz.com//games/game.php?id=42375&region=All,Destineer,8.6,N/A,Stoked: Big Air Edition-:-X360,0.04
1410,Marvelous Interactive,N/A,http://www.vgchartz.com//games/boxart/full_harvest-moon-magical-melody_3AmericaFront.jpg,25th Aug 09,6382,Wii,http://www.vgchartz.com//games/game.php?id=13721&region=All,Natsume,6.3,N/A,Harvest Moon: Magical Melody-:-Wii,0.29
1411,Black Ops Entertainment,N/A,http://www.vgchartz.com//games/boxart/3163948ccc.jpg,18th Nov 03,9508,PS2,http://www.vgchartz.com//games/game.php?id=817&region=All,Encore,N/A,N/A,Fugitive Hunter: War on Terror-:-PS2,0.15
1412,Compile Heart,N/A,http://www.vgchartz.com//games/boxart/full_5031370AmericaFrontccc.jpg,18th Oct 16,15252,PSV,http://www.vgchartz.com//games/game.php?id=86235&region=All,Idea Factory,N/A,N/A,Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special-:-PSV,0.04
1413,Sega,N/A,http://www.vgchartz.com//games/boxart/full_3991927JapanFrontccc.jpg,07th Aug 08,12928,DS,http://www.vgchartz.com//games/game.php?id=25702&region=All,Sega,N/A,N/A,San Goku Shi Taisen Ten-:-DS,0.07
1414,Blue Isle Studios,N/A,http://www.vgchartz.com//games/boxart/full_7971489AmericaFrontccc.jpg,N/A,52740,PC,http://www.vgchartz.com//games/game.php?id=224059&region=All,Unknown,N/A,N/A,Citadel: Forged with Fire-:-PC,0.15
1415,EA Sports,N/A,http://www.vgchartz.com//games/boxart/full_pga-tour-96_4PALFront.jpg,01st Sep 95,7390,PS,http://www.vgchartz.com//games/game.php?id=47657&region=All,EA Sports,N/A,N/A,PGA Tour 96-:-PS,0.24
1416,Atari,N/A,http://www.vgchartz.com//games/boxart/4163530ccc.jpg,10th May 85,4631,2600,http://www.vgchartz.com//games/game.php?id=20055&region=All,Activision,N/A,N/A,Ghostbusters-:-2600,0.45
1417,Arcade Moon,N/A,http://www.vgchartz.com//games/boxart/full_1956269AmericaFrontccc.jpg,01st Dec 09,5451,Wii,http://www.vgchartz.com//games/game.php?id=40057&region=All,Destineer,N/A,N/A,Rec Room Games-:-Wii,0.37
1418,"Treasure Co., Ltd.",N/A,http://www.vgchartz.com//games/boxart/1910543ccc.jpg,09th Sep 93,10207,GEN,http://www.vgchartz.com//games/game.php?id=6937&region=All,Sega,N/A,N/A,Gunstar Heroes-:-GEN,0.13
1419,Bizarre Creations,N/A,http://www.vgchartz.com//games/boxart/full_7632335AmericaFrontccc.jpg,03rd Jun 01,9696,PS2,http://www.vgchartz.com//games/game.php?id=31076&region=All,Acclaim Entertainment,N/A,N/A,Fur Fighters: Viggo's Revenge-:-PS2,0.14
1420,Teyon Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_heavy-fire-afghanistan_866AmericaFront.jpg,18th Nov 11,11250,Wii,http://www.vgchartz.com//games/game.php?id=50144&region=All,Mastiff,N/A,N/A,Heavy Fire: Afghanistan-:-Wii,0.1
1421,Data Design Interactive,N/A,http://www.vgchartz.com//games/boxart/5439603ccc.jpg,02nd Oct 07,14369,Wii,http://www.vgchartz.com//games/game.php?id=7556&region=All,Conspiracy Entertainment,N/A,N/A,Billy the Wizard: Rocket Broomstick Racing-:-Wii,0.05
1422,UDS,N/A,http://www.vgchartz.com//games/boxart/2675616ccc.jpg,27th Mar 02,11245,GBA,http://www.vgchartz.com//games/game.php?id=15111&region=All,Ubisoft,N/A,N/A,Monster Jam: Maximum Destruction-:-GBA,0.1
1423,MTO,N/A,http://www.vgchartz.com//games/boxart/full_3376076JapanFrontccc.jpg,18th Dec 08,18663,DS,http://www.vgchartz.com//games/game.php?id=30127&region=All,MTO,N/A,N/A,Ochaken no Daibouken 2: Yume Ippai no Omocha Hako-:-DS,0.01
1424,WitchCraft,N/A,http://www.vgchartz.com//games/boxart/full_8320680JapanFrontccc.gif,21st May 09,19108,DS,http://www.vgchartz.com//games/game.php?id=34902&region=All,D3 Publisher,N/A,N/A,Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu 6-tsu no Kotae-:-DS,0.01
1425,Namco,N/A,http://www.vgchartz.com//games/boxart/9124362ccc.jpg,30th Nov 04,9753,DS,http://www.vgchartz.com//games/game.php?id=1437&region=All,Namco,N/A,N/A,Mr. Driller: Drill Spirits-:-DS,0.14
1426,Frogwares,N/A,http://www.vgchartz.com//games/boxart/full_41524AmericaFrontccc.jpg,30th Sep 14,14211,PC,http://www.vgchartz.com//games/game.php?id=71902&region=All,Focus Home Interactive,N/A,N/A,Sherlock Holmes: Crimes & Punishments-:-PC,0.14
1427,Rockstar North,N/A,http://www.vgchartz.com//games/boxart/full_6510540AmericaFrontccc.jpg,17th Sep 13,19,PS3,http://www.vgchartz.com//games/game.php?id=65884&region=All,Rockstar Games,9.4,N/A,Grand Theft Auto V-:-PS3,20.32
1428,TBA,N/A,http://www.vgchartz.com//games/boxart/full_177377AmericaFrontccc.jpg,05th Oct 10,7468,DS,http://www.vgchartz.com//games/game.php?id=45114&region=All,City Interactive,N/A,N/A,Jewels of the Tropical Lost Island-:-DS,0.23
1429,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_2559654JapanFrontccc.jpg,23rd Apr 15,16727,PSV,http://www.vgchartz.com//games/game.php?id=85433&region=All,Idea Factory,N/A,N/A,Clock Zero: Shuuen no Ichibyou - ExTime-:-PSV,0.02
1430,EA Redwood Shores,N/A,http://www.vgchartz.com//games/boxart/1016044ccc.gif,10th Oct 06,8498,XB,http://www.vgchartz.com//games/game.php?id=2429&region=All,EA Sports,7.9,N/A,Tiger Woods PGA Tour 07-:-XB,0.19
1431,Quiet River,N/A,http://www.vgchartz.com//games/boxart/full_7269698AmericaFrontccc.jpg,N/A,55711,PC,http://www.vgchartz.com//games/game.php?id=223778&region=All,Unknown,N/A,N/A,Zup!-:-PC,0.18
1432,EA Tiburon,N/A,http://www.vgchartz.com//games/boxart/full_7689614AmericaFrontccc.jpeg,26th Aug 14,795,PS4,http://www.vgchartz.com//games/game.php?id=81573&region=All,EA Sports,N/A,N/A,Madden NFL 15-:-PS4,2.25
1433,AWE Games,N/A,http://www.vgchartz.com//games/boxart/1431097ccc.jpg,16th Oct 07,19669,PC,http://www.vgchartz.com//games/game.php?id=21618&region=All,The Adventure Company,N/A,N/A,Agatha Christie: Evil Under the Sun-:-PC,0.01
1434,Re-Logic,N/A,http://www.vgchartz.com//games/boxart/full_terraria_497AmericaFront.jpg,16th May 11,9584,PC,http://www.vgchartz.com//games/game.php?id=51349&region=All,Unknown,8.8,N/A,Terraria-:-PC,11.0
1435,Harmonix Music Systems,N/A,http://www.vgchartz.com//games/boxart/full_667304AmericaFrontccc.jpg,17th Nov 08,8194,X360,http://www.vgchartz.com//games/game.php?id=28327&region=All,MTV Games,N/A,N/A,Rock Band Track Pack Volume 2-:-X360,0.2
1436,Sledgehammer Games,N/A,http://www.vgchartz.com//games/boxart/full_514368AmericaFrontccc.jpg,04th Nov 14,113,PS4,http://www.vgchartz.com//games/game.php?id=81797&region=All,Activision,8.5,N/A,Call of Duty: Advanced Warfare-:-PS4,7.53
1437,Konami,N/A,http://www.vgchartz.com//games/boxart/5917463ccc.jpg,10th Jan 06,7499,GBA,http://www.vgchartz.com//games/game.php?id=15287&region=All,Konami,N/A,N/A,Yu-Gi-Oh! GX: Duel Academy-:-GBA,0.23
1438,Sand Grain Studios,N/A,http://www.vgchartz.com//games/boxart/445373ccc.jpg,31st Aug 04,5581,PS2,http://www.vgchartz.com//games/game.php?id=5612&region=All,Activision,N/A,N/A,Rapala Pro Fishing-:-PS2,0.36
1439,Big Deez Productions,N/A,http://www.vgchartz.com//games/boxart/full_9081945AmericaFrontccc.jpg,05th Jun 18,16968,XOne,http://www.vgchartz.com//games/game.php?id=82008&region=All,Wired Productions,N/A,N/A,Shaq-Fu: A Legend Reborn-:-XOne,0.02
1440,Arc System Works,N/A,http://www.vgchartz.com//games/boxart/full_9062714AmericaFrontccc.jpg,07th Apr 09,12045,PSP,http://www.vgchartz.com//games/game.php?id=25063&region=All,Aksys Games,N/A,N/A,Guilty Gear XX Accent Core Plus-:-PSP,0.08
1441,SoftMax,N/A,http://www.vgchartz.com//games/boxart/full_4451966AmericaFrontccc.jpg,13th Oct 09,6266,X360,http://www.vgchartz.com//games/game.php?id=33696&region=All,Namco Bandai,6.6,N/A,Magna Carta 2-:-X360,0.3
1442,ConcernedApe,N/A,http://www.vgchartz.com//games/boxart/full_5698458AmericaFrontccc.jpg,26th Feb 16,45665,PC,http://www.vgchartz.com//games/game.php?id=155895&region=All,Chucklefish,9.2,N/A,Stardew Valley-:-PC,4.91
1443,Tarsier Studios,N/A,http://www.vgchartz.com//games/boxart/full_8956264AmericaFrontccc.jpg,28th Apr 17,5303,PS4,http://www.vgchartz.com//games/game.php?id=155314&region=All,Namco Bandai Games,N/A,N/A,Little Nightmares-:-PS4,0.39
1444,Marvelous Interactive,N/A,http://www.vgchartz.com//games/boxart/full_7958320JapanFrontccc.jpg,23rd Mar 06,16215,GBA,http://www.vgchartz.com//games/game.php?id=3701&region=All,Marvelous Interactive,N/A,N/A,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu-:-GBA,0.03
1445,EA Pacific,N/A,http://www.vgchartz.com//games/boxart/7190581ccc.gif,10th Feb 03,18434,PC,http://www.vgchartz.com//games/game.php?id=7725&region=All,Electronic Arts,8.6,N/A,Command & Conquer: Generals-:-PC,0.01
1446,n-Space,N/A,http://www.vgchartz.com//games/boxart/full_jillian-michaels-fitness-adventure_177PALFront.jpg,08th Nov 11,8019,X360,http://www.vgchartz.com//games/game.php?id=63766&region=All,Majesco,N/A,N/A,Jillian Michaels' Fitness Adventure-:-X360,0.2
1447,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_2012611AmericaFrontccc.jpg,06th Nov 12,6442,PC,http://www.vgchartz.com//games/game.php?id=71124&region=All,Electronic Arts,N/A,N/A,Mass Effect Trilogy-:-PC,0.29
1448,Eurocom Entertainment Software,N/A,http://www.vgchartz.com//games/boxart/full_1037661AmericaFrontccc.jpg,03rd Nov 04,3373,PS2,http://www.vgchartz.com//games/game.php?id=14773&region=All,VU Games,N/A,N/A,Spyro: A Hero's Tail-:-PS2,0.64
1449,Frogwares,N/A,http://www.vgchartz.com//games/boxart/full_2114513AmericaFrontccc.jpg,14th Jul 09,5199,DS,http://www.vgchartz.com//games/game.php?id=34837&region=All,Focus Home Interactive,N/A,N/A,Sherlock Holmes: The Mystery of the Mummy-:-DS,0.4
1450,Prototype,N/A,http://www.vgchartz.com//games/boxart/full_6262297JapanFrontccc.jpg,30th Oct 14,17326,PSV,http://www.vgchartz.com//games/game.php?id=84837&region=All,Prototype,N/A,N/A,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia-:-PSV,0.02
1451,Eidos Interactive,N/A,http://www.vgchartz.com//games/boxart/full_7678770AmericaFrontccc.jpg,22nd Oct 13,10803,WiiU,http://www.vgchartz.com//games/game.php?id=71777&region=All,Square Enix,8.6,N/A,Deus Ex: Human Revolution-:-WiiU,0.11
1452,Dovetail Games,N/A,http://www.vgchartz.com//games/boxart/full_2033266AmericaFrontccc.jpg,18th Sep 18,14378,XOne,http://www.vgchartz.com//games/game.php?id=222430&region=All,Dovetail Games,N/A,N/A,Fishing Sim World-:-XOne,0.05
1453,Griffin International,N/A,http://www.vgchartz.com//games/boxart/full_8900081AmericaFrontccc.jpg,29th Sep 09,4392,Wii,http://www.vgchartz.com//games/game.php?id=38064&region=All,XS Games,N/A,N/A,Bass Pro Shops: The Strike-:-Wii,0.48
1454,Ghost Games,N/A,http://www.vgchartz.com//games/boxart/full_6854224AmericaFrontccc.jpg,10th Nov 17,16558,PC,http://www.vgchartz.com//games/game.php?id=179714&region=All,Electronic Arts,6.5,N/A,Need for Speed: Payback-:-PC,0.02
1455,Quantum Phoenix Studio,N/A,http://www.vgchartz.com//games/boxart/full_432011AmericaFrontccc.jpg,N/A,55093,PC,http://www.vgchartz.com//games/game.php?id=223869&region=All,Unknown,N/A,N/A,The Butterfly Sign: Human Error-:-PC,0.16
1456,2K Sports,N/A,http://www.vgchartz.com//games/boxart/full_3400395AmericaFrontccc.jpg,12th Sep 06,17925,XB,http://www.vgchartz.com//games/game.php?id=1626&region=All,2K Sports,7.7,N/A,NHL 2K7-:-XB,0.01
1457,Sega,N/A,http://www.vgchartz.com//games/boxart/full_captain-america-super-soldier_970AmericaFront.jpg,25th Oct 11,11999,3DS,http://www.vgchartz.com//games/game.php?id=50613&region=All,Sega,5.0,N/A,Captain America: Super Soldier-:-3DS,0.09
1458,WayForward,N/A,http://www.vgchartz.com//games/boxart/full_3574568AmericaFrontccc.jpg,12th Nov 13,12832,WiiU,http://www.vgchartz.com//games/game.php?id=73304&region=All,Capcom,N/A,N/A,DuckTales: Remastered-:-WiiU,0.07
1459,BottleRocket,N/A,http://www.vgchartz.com//games/boxart/full_splatterhouse_5AmericaFront.jpg,23rd Nov 10,9023,PS3,http://www.vgchartz.com//games/game.php?id=42056&region=All,Namco Bandai,N/A,N/A,Splatterhouse-:-PS3,0.16
1460,"Big Blue Bubble, Inc.",N/A,http://www.vgchartz.com//games/boxart/full_7610908AmericaFrontccc.jpg,04th Nov 08,10920,DS,http://www.vgchartz.com//games/game.php?id=25783&region=All,Zoo Games,N/A,N/A,Army Men: Soldiers of Misfortune-:-DS,0.11
1461,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_8857228JapanFrontccc.jpg,27th Nov 14,8344,PSV,http://www.vgchartz.com//games/game.php?id=75654&region=All,Sega,N/A,N/A,Phantasy Star Nova-:-PSV,0.19
1462,Big Fish Games / LDW,N/A,http://www.vgchartz.com//games/boxart/full_8160918AmericaFrontccc.jpg,16th Oct 07,6872,DS,http://www.vgchartz.com//games/game.php?id=12289&region=All,Majesco,N/A,N/A,Fish Tycoon-:-DS,0.26
1463,Nintendo,N/A,http://www.vgchartz.com//games/boxart/full_donkey-kong-junior_21AmericaFront.jpg,01st Jan 83,2311,2600,http://www.vgchartz.com//games/game.php?id=19874&region=All,Coleco,N/A,N/A,Donkey Kong Junior-:-2600,0.97
1464,Killer Game,N/A,http://www.vgchartz.com//games/boxart/full_4381466AmericaFrontccc.jpg,30th Sep 98,4889,PS,http://www.vgchartz.com//games/game.php?id=41551&region=All,989 Studios,N/A,N/A,NHL FaceOff 99-:-PS,0.43
1465,Infogrames,N/A,http://www.vgchartz.com//games/boxart/7267092ccc.jpg,30th Jun 99,15756,N64,http://www.vgchartz.com//games/game.php?id=2224&region=All,Infogrames,5.2,N/A,Starshot: Space Circus Fever-:-N64,0.03
1466,United Game Artists,N/A,http://www.vgchartz.com//games/boxart/full_6343983AmericaFrontccc.jpg,18th Nov 03,12267,PS2,http://www.vgchartz.com//games/game.php?id=28842&region=All,Agetec,N/A,N/A,Space Channel 5 Special Edition-:-PS2,0.08
1467,Point of View,N/A,http://www.vgchartz.com//games/boxart/8737081ccc.jpg,31st Oct 99,3647,N64,http://www.vgchartz.com//games/game.php?id=5619&region=All,Midway Games,7.8,N/A,Ready 2 Rumble Boxing-:-N64,0.59
1468,WayForward,N/A,http://www.vgchartz.com//games/boxart/3801642ccc.jpg,27th Oct 04,1422,GBA,http://www.vgchartz.com//games/game.php?id=6491&region=All,THQ,N/A,N/A,The SpongeBob SquarePants Movie-:-GBA,1.46
1469,Sledgehammer Games,N/A,http://www.vgchartz.com//games/boxart/full_9718912AmericaFrontccc.jpg,03rd Nov 17,8327,PC,http://www.vgchartz.com//games/game.php?id=170600&region=All,Activision,N/A,N/A,Call of Duty: WWII-:-PC,0.19
1470,Game Freak,N/A,http://www.vgchartz.com//games/boxart/full_5184866AmericaFrontccc.png,21st Nov 14,47,3DS,http://www.vgchartz.com//games/game.php?id=81906&region=All,Nintendo,N/A,N/A,Pokémon Omega Ruby/Pokémon Alpha Sapphire-:-3DS,14.17
1471,Sony Computer Entertainment America,N/A,http://www.vgchartz.com//games/boxart/8974623ccc.jpg,22nd Oct 04,4032,PS2,http://www.vgchartz.com//games/game.php?id=24638&region=All,Sony Computer Entertainment,N/A,N/A,Jampack Volume 11-:-PS2,0.53
1472,Eidos Studios Hungary,N/A,http://www.vgchartz.com//games/boxart/full_867634AmericaFrontccc.jpg,12th May 09,5952,X360,http://www.vgchartz.com//games/game.php?id=32028&region=All,Eidos Interactive,N/A,N/A,Battlestations: Pacific-:-X360,0.32
1473,Konami Computer Entertainment Tokyo,N/A,http://www.vgchartz.com//games/boxart/9261769ccc.jpg,07th Feb 06,4719,XB,http://www.vgchartz.com//games/game.php?id=17048&region=All,Konami,N/A,N/A,World Soccer Winning Eleven 9-:-XB,0.44
1474,Crystal Dynamics,N/A,http://www.vgchartz.com//games/boxart/2554783ccc.jpg,05th Jun 07,4295,PS2,http://www.vgchartz.com//games/game.php?id=6555&region=All,Eidos Interactive,N/A,N/A,Tomb Raider: Anniversary-:-PS2,0.5
